index,a_lot,device,wafer_info,device_group,package,bond_wire,ship_package,final_test_output,final_test_yield,delivery_date,quality_id,release,scrapped,transistor_type,chip_configuration,lead_frame,soft_solder,ongoing_process,ongoing_input,ongoing_reject,ongoing_output,ongoing_done_date,beginning_process,beginning_input,beginning_reject,beginning_output,beginning_done_date,progress,progress2,current_step,comment_for_lot_step,progress2_comment_2
265,614512,FMMT634,9Z23GORSE.6: 2(probed); 9Z31ANISE.3: 3(probed),ST,SOT23,CU,TA,,,,0,,,npn,FMMT634C,TRÄGERBAND TB 401 LS-N  85 my,,SÄGEN,0.0,0.0,0.0,0,SÄGEN,0.0,0.0,0.0,0,-0.01,,SÄGEN,Vorbereitungen für den Start,Vor Produktionsbeginn
266,614511,FMMT625,9Z35NORMS.3: 8(probed),ST,SOT23,CU,TA,,,,0,,,npn,FMMT625C,TRÄGERBAND TB 401 LS-N  85 my,,SÄGEN,149616.0,0.0,149616.0,2020-08-20 00:00:00,SÄGEN,149616.0,0.0,149616.0,2020-08-20 00:00:00,1.0,1.0,SÄGEN,1 Tage vergehen nach SÄGEN,Erledigt
267,614510,FMMT624,9Z17KELTS.5: 5(ringprobed),ST,SOT23,CU,TA,,,,0,,,npn,FMMT624C,TRÄGERBAND TB 401 LS-N  85 my,,BONDEN,0.0,0.0,0.0,2020-08-21 00:00:00,SÄGEN,90920.0,0.0,90920.0,2020-08-20 00:00:00,0.0,0.0,BONDEN,0 Tage nach Vorbereitung von BONDEN,Vor dem Beginn des Schritts
268,614509,FMMT614-7-55,9Z04LOPED.5: 3(unprobed),HT,SOT23,AU,TA,,,,0,,,npn,ZTX614C,TRÄGERBAND TB 401 LS-N  85 my,,SÄGEN,85609.0,0.0,85609.0,2020-08-20 00:00:00,SÄGEN,85609.0,0.0,85609.0,2020-08-20 00:00:00,1.0,1.0,SÄGEN,1 Tage vergehen nach SÄGEN,Erledigt
269,614508,FMMT596,9Z23WITTY.6: 4(unprobed),HT,SOT23,CU,TA,,,,0,,,pnp,FMMT596C,TRÄGERBAND TB 401 LS-N  85 my,,BONDEN,83990.0,0.0,83990.0,2020-08-21 00:00:00,SÄGEN,128438.0,0.0,128438.0,2020-08-19 00:00:00,0.6539341939301453,0.6539341939301453,BONDEN,0 Tage vergehen nach BONDEN,Läuft
270,614507,FMMT593,9Z27BILBO.8: 1(unprobed),HT,SOT23,CU,TC,,,,0,,,pnp,,TRÄGERBAND TB 401 LS-N  85 my,,DEFLASHEN,31520.0,0.0,31520.0,2020-08-21 00:00:00,SÄGEN,31293.0,0.0,31293.0,2020-08-19 00:00:00,1.0072540184705845,1.0134722356194334,DEFLASHEN,0 Tage vergehen nach DEFLASHEN,Erledigt
271,614506,FMMT560Q,9Z36SCOOP.5: 3(unprobed),VT,SOT23,AU,TA,,,,0,,,pnp,FMMT560C,TRÄGERBAND TB 401 LS-N  85 my,,SÄGEN,59880.0,0.0,59880.0,2020-08-21 00:00:00,SÄGEN,59880.0,0.0,59880.0,2020-08-21 00:00:00,1.0,1.0,SÄGEN,0 Tage vergehen nach SÄGEN,Erledigt
272,614505,FMMT549,9Z20PILOT.7: 6(unprobed),HT,SOT23,AU,TA,,,,0,,,pnp,ZTX549C,TRÄGERBAND TB 401 LS-N  85 my,,SÄGEN,194822.0,0.0,194822.0,2020-08-21 00:00:00,SÄGEN,194822.0,0.0,194822.0,2020-08-21 00:00:00,1.0,1.0,SÄGEN,0 Tage vergehen nach SÄGEN,Erledigt
273,614504,FMMT491-79,9Z29GROUP.4: 2(unprobed),HT,SOT23,AU,TA,,,,0,,,npn,,TRÄGERBAND TB 401 LS-N  85 my,,SÄGEN,64448.0,0.0,64448.0,2020-08-20 00:00:00,SÄGEN,64448.0,0.0,64448.0,2020-08-20 00:00:00,1.0,1.0,SÄGEN,1 Tage vergehen nach SÄGEN,Erledigt
274,614503,FMMT491,9Z30BIGOT.5: 7(unprobed),HT,SOT23,CU,TA,,,,0,,,npn,FMMT491C,TRÄGERBAND TB 401 LS-N  85 my,,SÄGEN,221667.0,0.0,221667.0,2020-08-20 00:00:00,SÄGEN,221667.0,0.0,221667.0,2020-08-20 00:00:00,1.0,1.0,SÄGEN,1 Tage vergehen nach SÄGEN,Erledigt
275,614502,FMMT459,9Z36DOORS.4: 12(unprobed),VT,SOT23,AU,TA,,,,0,,,npn,ZTX459C,TRÄGERBAND TB 401 LS-N  85 my,,SÄGEN,239598.0,0.0,239598.0,2020-08-21 00:00:00,SÄGEN,239598.0,0.0,239598.0,2020-08-21 00:00:00,1.0,1.0,SÄGEN,0 Tage vergehen nach SÄGEN,Erledigt
276,614501,FMMT459,9Z36DOORS.4: 11(unprobed),VT,SOT23,AU,TA,,,,0,,,npn,ZTX459C,TRÄGERBAND TB 401 LS-N  85 my,,BONDEN,47985.0,0.0,47985.0,2020-08-20 00:00:00,SÄGEN,219891.0,0.0,219891.0,2020-08-19 00:00:00,0.21822175532422883,0.21822175532422883,BONDEN,1 Tage vergehen nach BONDEN,Läuft
277,614405,ZVP3306A,9Z36DUPED.8: 2(unprobed),MOSFET-M,ELineX,AU,Schüttgut,,,,0,,,p-Kanal,,TRÄGERSTREIFEN EP3,,SÄGEN,0.0,0.0,0.0,0,SÄGEN,0.0,0.0,0.0,0,-0.01,,SÄGEN,Vorbereitungen für den Start,Vor Produktionsbeginn
278,614404,ZVN4210A,9Z26KLICK.4: 2(probed),MOSFET-M,ELineX,AU,STZ,,,,0,,,n-Kanal,,TRÄGERSTREIFEN EP3,,SÄGEN,0.0,0.0,0.0,0,SÄGEN,0.0,0.0,0.0,0,-0.01,,SÄGEN,Vorbereitungen für den Start,Vor Produktionsbeginn
279,614403,ZVN4206A,9Z31BLOOD.4: 1(probed),MOSFET-M,ELineX,AU,Schüttgut,,,,0,,,n-Kanal,,TRÄGERSTREIFEN EP3,,SÄGEN,0.0,0.0,0.0,0,SÄGEN,0.0,0.0,0.0,0,-0.01,,SÄGEN,Vorbereitungen für den Start,Vor Produktionsbeginn
280,614402,ZTX853,9Z25RAYED.3: 2(probed),HT,ELineX,AU,Schüttgut,,,,0,,,npn,FZT853D,TRÄGERSTREIFEN EP3,MICROBOND SOFT SOLDER WIRE 0.30MM,SÄGEN,0.0,0.0,0.0,0,SÄGEN,0.0,0.0,0.0,0,-0.01,,SÄGEN,Vorbereitungen für den Start,Vor Produktionsbeginn
281,614401,ZTX1049A,9Z27MOOSE.4: 2(unprobed),HT,ELineX,AU,Schüttgut,,,,0,,,npn,FZT1049AD,TRÄGERSTREIFEN EP3,MICROBOND SOFT SOLDER WIRE 0.30MM,SÄGEN,0.0,0.0,0.0,0,SÄGEN,0.0,0.0,0.0,0,-0.01,,SÄGEN,Vorbereitungen für den Start,Vor Produktionsbeginn
282,612448,FZT951,9Z35VOCAL.5: 2(probed); 9Z35VOCAL.6: 1(ringprobed),HT,SOT223,CU,TC,,,,0,,,pnp,FZT951D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,BONDEN,15150.0,31.0,15119.0,2020-08-21 00:00:00,SÄGEN,15150.0,0.0,15150.0,2020-08-20 00:00:00,0.997953795379538,1.0,BONDEN,0 Tage vergehen nach BONDEN,Erledigt
283,612447,ZXTN5551G,9Z13SHAKE.7: 2(unprobed),LT,SOT223,AU,TA,,,,0,,,npn,ZXTN5551C,TRÄGERBAND TB4404-B,,VEREINZELN,187344.0,288.0,187056.0,2020-08-20 00:00:00,SÄGEN,186824.0,0.0,186824.0,2020-08-13 00:00:00,1.001241810474029,1.0036377684061424,VEREINZELN,1 Tage vergehen nach VEREINZELN,Erledigt
284,612446,ZXMS6005DG,9Z36REFIT.4: 9(probed),SVMOS,SOT223,AU,TA,,,,0,,,,,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,SÄGEN,0.0,0.0,0.0,0,SÄGEN,0.0,0.0,0.0,0,-0.01,,SÄGEN,Vorbereitungen für den Start,Vor Produktionsbeginn
285,612445,ZXMS6004SG,9Z36FLEES.1: 10(probed),SVMOS,SOT223,AU,TA,,,,0,,,,,LEADFRAME DZN 2012 (spot Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,BONDEN,102586.0,67.0,102519.0,2020-08-19 00:00:00,SÄGEN,102586.0,0.0,102586.0,2020-08-14 00:00:00,0.9993468894391048,1.0,BONDEN,2 Tage vergehen nach BONDEN,Erledigt
286,612444,ZXMP6A17G,9Z21SLILY.7: 1(probed); 9Z27MAKER.5: 1(probed),UMOS,SOT223,AU,TA,,,,0,,,pMOSe,ZXMP6A17D,TRÄGERBAND TB4404-B,MICROBOND SOFT SOLDER WIRE 0.30MM,BONDEN,13623.0,123.0,13500.0,2020-08-21 00:00:00,SÄGEN,13623.0,0.0,13623.0,2020-08-17 00:00:00,0.9909711517286941,1.0,BONDEN,0 Tage vergehen nach BONDEN,Erledigt
287,612443,ZXMP6A17G,9Z27LARGE.4: 2(probed); 9Z28EXCEL.8: 1(probed),UMOS,SOT223,AU,TA,,,,0,,,pMOSe,ZXMP6A17D,TRÄGERBAND TB4404-B,MICROBOND SOFT SOLDER WIRE 0.30MM,BONDEN,20225.0,257.0,19968.0,2020-08-21 00:00:00,SÄGEN,20225.0,0.0,20225.0,2020-08-16 00:00:00,0.9872929542645241,1.0,BONDEN,0 Tage vergehen nach BONDEN,Erledigt
288,612442,ZXMP4A16G,9Z32LOCUS.5: 22(probed); 9Z31SALEM.5: 10(probed),UMOS,SOT223,CU,TA,,,,0,,,pMOSe,ZXMP4A16D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,VERZINNEN,156384.0,0.0,156384.0,2020-08-19 00:00:00,SÄGEN,155335.0,0.0,155335.0,2020-08-14 00:00:00,1.0067531464254675,1.0136309720574794,VERZINNEN,2 Tage vergehen nach VERZINNEN,Erledigt
289,612441,ZXMN6A11G,9Z38CHIRP.1: 10(probed),UMOS,SOT223,CU,TA,,,,0,,,nMOSe,ZXMN6A11D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,SÄGEN,108480.0,0.0,108480.0,2020-08-18 00:00:00,SÄGEN,108480.0,0.0,108480.0,2020-08-18 00:00:00,1.0,1.0,SÄGEN,3 Tage vergehen nach SÄGEN,Erledigt
290,612440,ZXMN4A06G,9Z34GLUED.3: 25(probed),UMOS,SOT223,CU,TA,,,,0,,,nMOSe,ZXMN4A06D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,DEFLASHEN,26784.0,0.0,26784.0,2020-08-21 00:00:00,SÄGEN,163533.0,0.0,163533.0,2020-08-17 00:00:00,0.1637834565500541,0.16421726414920815,DEFLASHEN,0 Tage vergehen nach DEFLASHEN,Läuft
291,612439,ZVP0545G,9Z15ODDER.5: 5(unprobed),MOSFET-M,SOT223,AU,TA,,,,0,,,pMOSe,ZVP0545XD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,VERPLASTEN,44352.0,0.0,44352.0,2020-08-20 00:00:00,SÄGEN,66630.0,0.0,66630.0,2020-08-14 00:00:00,0.6656461053579469,0.6673688645460291,VERPLASTEN,1 Tage vergehen nach VERPLASTEN,Läuft
292,612438,ZVNL110G,9Z18WEIGH.4: 3(unprobed),MOSFET-M,SOT223,CU,TA,,,,0,,,nMOSe,,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,DEFLASHEN,40752.0,0.0,40752.0,2020-08-21 00:00:00,SÄGEN,40355.0,0.0,40355.0,2020-08-16 00:00:00,1.0098376904968405,1.0422239840413288,DEFLASHEN,0 Tage vergehen nach DEFLASHEN,Erledigt
293,612437,ZVN4525G,9Z26AMMAN.6: 15(unprobed),MOSFET-M,SOT223,CU,TA,,,,0,,,,ZVN4525GD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,SÄGEN,187109.0,0.0,187109.0,2020-08-18 00:00:00,SÄGEN,187109.0,0.0,187109.0,2020-08-18 00:00:00,1.0,1.0,SÄGEN,3 Tage vergehen nach SÄGEN,Erledigt
294,612436,ZVN4306G,9Z30DRIFT.5: 8(unprobed),MOSFET-H,SOT223,CU,TA,,,,0,,,nMOSe,ZVN4306GD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,VERZINNEN,21600.0,0.0,21600.0,2020-08-20 00:00:00,SÄGEN,43418.0,0.0,43418.0,2020-08-17 00:00:00,0.49748952047537887,0.5000694540908459,VERZINNEN,1 Tage vergehen nach VERZINNEN,Läuft
295,612431,ZVN2106G,9Z31MELEE.6: 8(unprobed),MOSFET-M,SOT223,CU,TA,,,,0,,,nMOSe,ZVN2106D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,VEREINZELN,116640.0,0.0,116640.0,2020-08-20 00:00:00,SÄGEN,107383.0,0.0,107383.0,2020-08-14 00:00:00,1.0862054515146717,1.0862054515146717,VEREINZELN,1 Tage vergehen nach VEREINZELN,Erledigt
296,612430,FZT951,9Z35VOCAL.8: 18(unprobed); 9Z34NAPPY.6: 4(probed),HT,SOT223,CU,TA,,,,0,,,pnp,FZT951D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,DEFLASHEN,32400.0,0.0,32400.0,2020-08-21 00:00:00,SÄGEN,114693.0,0.0,114693.0,2020-08-20 00:00:00,0.2824932646281813,0.28338275038702737,DEFLASHEN,0 Tage vergehen nach DEFLASHEN,Läuft
297,612429,FZT857Q,9Z34ARENA.5: 11(unprobed),HT,SOT223,AU,TA,,,,0,,,npn,FZT857D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,BONDEN,0.0,0.0,0.0,2020-08-21 00:00:00,SÄGEN,57746.0,0.0,57746.0,2020-08-19 00:00:00,0.0,0.0,BONDEN,0 Tage nach Vorbereitung von BONDEN,Vor dem Beginn des Schritts
298,612428,FZT855,9Z29WHIZZ.5: 23(unprobed),HT,SOT223,CU,TA,,,,0,,,npn,FZT855D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,DEFLASHEN,90720.0,0.0,90720.0,2020-08-21 00:00:00,SÄGEN,120089.0,0.0,120089.0,2020-08-18 00:00:00,0.7554397155443047,0.7590806021102307,DEFLASHEN,0 Tage vergehen nach DEFLASHEN,Läuft
299,612427,FZT796A,9Z34JOULE.5: 5(unprobed),MT,SOT223,AU,TA,,,,0,,,pnp,FZT757AD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,BONDEN,65001.0,707.0,64294.0,2020-08-20 00:00:00,SÄGEN,65001.0,0.0,65001.0,2020-08-16 00:00:00,0.9891232442577806,1.0,BONDEN,1 Tage vergehen nach BONDEN,Erledigt
300,612415,FZT751,9Z31SIEGE.5: 6(unprobed),MT,SOT223,CU,TA,,,,0,,,pnp,FZT751D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,VERZINNEN,52416.0,0.0,52416.0,2020-08-20 00:00:00,SÄGEN,78684.0,0.0,78684.0,2020-08-17 00:00:00,0.6661583041024859,0.6669126534766843,VERZINNEN,1 Tage vergehen nach VERZINNEN,Läuft
301,612414,FZT751,9Z31FAUST.5: 13(unprobed),MT,SOT223,CU,TA,,,,0,,,pnp,FZT751D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,VERZINNEN,171360.0,0.0,171360.0,2020-08-20 00:00:00,SÄGEN,170482.0,0.0,170482.0,2020-08-16 00:00:00,1.0051501038232775,1.006845089456212,VERZINNEN,1 Tage vergehen nach VERZINNEN,Erledigt
302,612406,FZT751,9Z31FAUST.5: 12(unprobed),MT,SOT223,CU,TA,,,,0,,,pnp,FZT751D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,VERZINNEN,124992.0,0.0,124992.0,2020-08-19 00:00:00,SÄGEN,157368.0,0.0,157368.0,2020-08-15 00:00:00,0.7942656702760409,0.7963353487216407,VERZINNEN,2 Tage vergehen nach VERZINNEN,Läuft
303,612405,FZT705,9Z31EXAMS.4: 16(unprobed),MT,SOT223,CU,TA,,,,0,,,pnp,FZT705D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,VEREINZELN,154512.0,0.0,154512.0,2020-08-20 00:00:00,SÄGEN,210646.0,0.0,210646.0,2020-08-15 00:00:00,0.7335149967243622,0.7370103078031167,VEREINZELN,1 Tage vergehen nach VEREINZELN,Läuft
304,612404,FZT7053,9Z29ALOES.4: 4(unprobed),LT,SOT223,CU,TA,,,,0,,,npn,,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.254MM,SÄGEN,115128.0,0.0,115128.0,2020-08-18 00:00:00,SÄGEN,115128.0,0.0,115128.0,2020-08-18 00:00:00,1.0,1.0,SÄGEN,3 Tage vergehen nach SÄGEN,Erledigt
305,612403,FZT605,9Z32CUBED.6: 3(unprobed),MT,SOT223,CU,TA,,,,0,,,npn,FZT605D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,AUSLIEFERN,20000.0,0.0,20000.0,2020-08-21 00:00:00,SÄGEN,40096.0,0.0,40096.0,2020-08-15 00:00:00,0.49880287310454907,0.5128731151913016,AUSLIEFERN,Vor Scanning nach Endmessung,Läuft
306,612312,ZXMP6A13F,9Z33MALLS.4: 8(probed),UMOS,SOT23,CU,TA,,,,0,,,pMOSe,ZXMP6A13C,TRÄGERBAND TB 401 LS-N  85 my,,VEREINZELN,50560.0,60.0,50500.0,2020-08-21 00:00:00,SÄGEN,150866.0,0.0,150866.0,2020-08-14 00:00:00,0.33473413492768417,0.3375126984975672,VEREINZELN,0 Tage vergehen nach VEREINZELN,Läuft
307,612311,ZXMP10A13F,9Z27YOKED.4: 8(probed),UMOS,SOT23,CU,TA,,,,0,,,pMOSe,ZXMP10A13C,TRÄGERBAND TB 401 LS-N  85 my,,WASCHEN/KONTROLLE,157230.0,0.0,157230.0,2020-08-21 00:00:00,SÄGEN,157869.0,0.0,157869.0,2020-08-14 00:00:00,0.9959523402314577,1.008072013387104,WASCHEN/KONTROLLE,0 Tage vergehen nach WASCHEN/KONTROLLE,Erledigt
308,612310,ZXMN2A01F,9Z28RANDS.3: 2(probed); 9Z37YUKON.4: 2(ringprobed),UMOS,SOT23,CU,TA,,,,0,,,nMOSe,ZXMN2A01C,TRÄGERBAND TB 401 LS-N  85 my,,WASCHEN/KONTROLLE,65590.0,0.0,65590.0,2020-08-21 00:00:00,SÄGEN,65666.0,0.0,65666.0,2020-08-16 00:00:00,0.9988426278439375,1.0120195645800867,WASCHEN/KONTROLLE,0 Tage vergehen nach WASCHEN/KONTROLLE,Erledigt
309,612309,FMMT722,9Z21THINE.5: 2(unprobed); 9Z25HARED.5: 1(ringprobed); 9Z25HARED.4: 2(probed),ST,SOT23,CU,TA,,,,0,,,pnp,FMMT722C,TRÄGERBAND TB 401 LS-N  85 my,,BONDEN,88553.0,545.0,88008.0,2020-08-21 00:00:00,SÄGEN,88553.0,0.0,88553.0,2020-08-18 00:00:00,0.9938454936591645,1.0,BONDEN,0 Tage vergehen nach BONDEN,Erledigt
310,612308,FMMT634,9Z31ANISE.4: 3(ringprobed),ST,SOT23,CU,TA,,,,0,,,npn,FMMT634C,TRÄGERBAND TB 401 LS-N  85 my,,VERPLASTEN,50720.0,0.0,50720.0,2020-08-20 00:00:00,SÄGEN,50647.0,0.0,50647.0,2020-08-18 00:00:00,1.001441348944656,1.0121934183480013,VERPLASTEN,1 Tage vergehen nach VERPLASTEN,Erledigt
311,612307,FMMT624,9Z17KELTS.5: 3(ringprobed),ST,SOT23,CU,TA,,,,0,,,npn,FMMT624C,TRÄGERBAND TB 401 LS-N  85 my,,VERZINNEN,28160.0,0.0,28160.0,2020-08-20 00:00:00,SÄGEN,55509.0,0.0,55509.0,2020-08-17 00:00:00,0.5073051216919778,0.5077899596076169,VERZINNEN,1 Tage vergehen nach VERZINNEN,Läuft
312,612306,FMMT620,9Z17MIKES.7: 3(unprobed),ST,SOT23,CU,TA,,,,0,,,npn,FMMT620C,TRÄGERBAND TB 401 LS-N  85 my,,DEFLASHEN,38080.0,0.0,38080.0,2020-08-21 00:00:00,SÄGEN,76222.0,19050.0,57172.0,2020-08-16 00:00:00,0.6660603092422864,1.011931652095347,DEFLASHEN,0 Tage vergehen nach DEFLASHEN,Erledigt
313,612305,FMMT593,9Z27BILBO.7: 8(unprobed),HT,SOT23,CU,TC,,,,0,,,pnp,,TRÄGERBAND TB 401 LS-N  85 my,,VERZINNEN,48480.0,0.0,48480.0,2020-08-20 00:00:00,SÄGEN,250625.0,0.0,250625.0,2020-08-15 00:00:00,0.19343640897755612,0.19524139375291977,VERZINNEN,1 Tage vergehen nach VERZINNEN,Läuft
314,612304,FMMT591,9Z15DIVED.5: 5(unprobed),HT,SOT23,CU,TA,,,,0,,,pnp,,TRÄGERBAND TB 401 LS-N  85 my,,WASCHEN/KONTROLLE,51560.0,0.0,51560.0,2020-08-20 00:00:00,SÄGEN,159085.0,0.0,159085.0,2020-08-14 00:00:00,0.32410346670019174,0.328286365546486,WASCHEN/KONTROLLE,1 Tage vergehen nach WASCHEN/KONTROLLE,Läuft
315,612303,FMMT495,9Z33TEEMS.4: 3(ringprobed),HT,SOT23,CU,TA,,,,0,,,npn,FMMT495C,TRÄGERBAND TB 401 LS-N  85 my,,WASCHEN/KONTROLLE,92160.0,0.0,92160.0,2020-08-21 00:00:00,SÄGEN,90782.0,0.0,90782.0,2020-08-14 00:00:00,1.0151792205503294,1.02002191453332,WASCHEN/KONTROLLE,0 Tage vergehen nach WASCHEN/KONTROLLE,Erledigt
316,612302,ZVN4210A,9Z26KLICK.4: 2(probed),MOSFET-M,ELineX,AU,STZ,,,,0,,,n-Kanal,,TRÄGERSTREIFEN EP3,,SÄGEN,26647.0,0.0,26647.0,2020-08-17 00:00:00,SÄGEN,26647.0,0.0,26647.0,2020-08-17 00:00:00,1.0,1.0,SÄGEN,4 Tage vergehen nach SÄGEN,Erledigt
317,612301,ZTX690B,9Z16DIKES.4: 3(unprobed),MT,ELineX,AU,STZ,,,,0,,,npn,,TRÄGERSTREIFEN EP3,,SÄGEN,39342.0,0.0,39342.0,2020-08-17 00:00:00,SÄGEN,39342.0,0.0,39342.0,2020-08-17 00:00:00,1.0,1.0,SÄGEN,4 Tage vergehen nach SÄGEN,Erledigt
318,612023,ZXTP2025F,9Z29SHUTS.4: 7(unprobed); 9Z29SHUTS.5: 2(ringprobed),SS6,LFSOT23,AU,TA,,,,0,,,,X23P30CD,LEADFRAME DZN 1011,,SÄGEN,0.0,0.0,0.0,0,SÄGEN,0.0,0.0,0.0,0,-0.01,,SÄGEN,Vorbereitungen für den Start,Vor Produktionsbeginn
319,612022,ZXTN23015CFH,9Z18SKIPS.3: 6(unprobed); 9Z11SNOEK.5: 1(ringprobed),SS6,LFSOT23,AU,TA,,,,0,,,,X23N15CD,LEADFRAME DZN 1011,,SÄGEN,0.0,0.0,0.0,0,SÄGEN,0.0,0.0,0.0,0,-0.01,,SÄGEN,Vorbereitungen für den Start,Vor Produktionsbeginn
320,612021,ZXTN2020F,9Z10ROGUE.6: 8(ringprobed),SS6,LFSOT23,AU,TA,,,,0,,,,X23N70BD,LEADFRAME DZN 1011,,BONDEN,74867.0,1099.0,73768.0,2020-08-20 00:00:00,SÄGEN,74867.0,0.0,74867.0,2020-08-17 00:00:00,0.9853206352598608,1.0,BONDEN,1 Tage vergehen nach BONDEN,Erledigt
321,612018,ZXTN2018F,9Z06BYWAY.5: 4(ringprobed),SS6,LFSOT23,AU,TA,,,,0,,,,X23N50BD,LEADFRAME DZN 1011,,BONDEN,32671.0,2506.0,30165.0,2020-08-18 00:00:00,SÄGEN,32671.0,0.0,32671.0,2020-08-17 00:00:00,0.9232958893208044,1.0,BONDEN,3 Tage vergehen nach BONDEN,Erledigt
322,612016,ZXCT1008QF,9Z18AMUCK.2: 15(probed),IC,LFSOT23,AU,TC,,,,0,,,,ZXCT1008F,TRÄGERBAND TB 401 LFR/C plated,,BONDEN,186897.0,0.0,186897.0,2020-08-21 00:00:00,SÄGEN,223651.0,0.0,223651.0,2020-08-17 00:00:00,0.835663600878154,0.835663600878154,BONDEN,0 Tage vergehen nach BONDEN,Läuft
323,612015,ZTLV431AF,9Z31BLURB.7: 3(ringprobed),IC,LFSOT23,AU,TA,,,,0,,,,ZR431L01XF,LEADFRAME DZN 1020,,BONDEN,54257.0,522.0,53735.0,2020-08-18 00:00:00,SÄGEN,54257.0,0.0,54257.0,2020-08-16 00:00:00,0.9903791215879979,1.0,BONDEN,3 Tage vergehen nach BONDEN,Erledigt
324,612014,ZXRE125EF,9Z27FUMED.15: 2(probed),IC,SOT23,AU,TA,,,,0,,,,ZXRE100402C,TRÄGERBAND TB 401 L-A veredelt,,BONDEN,41670.0,209.0,41461.0,2020-08-18 00:00:00,SÄGEN,41670.0,0.0,41670.0,2020-08-14 00:00:00,0.9949844012479002,1.0,BONDEN,3 Tage vergehen nach BONDEN,Erledigt
325,612013,ZXMN6A07F,9Z25HARRY.5: 1(probed); 9Z25NYMPH.1: 1(probed),UMOS,SOT23,AU,TA,,,,0,,,nMOSe,ZXMN6A07C,TRÄGERBAND TB 401 LS-N  85 my,,BONDEN,36595.0,367.0,36228.0,2020-08-19 00:00:00,SÄGEN,36595.0,0.0,36595.0,2020-08-16 00:00:00,0.989971307555677,1.0,BONDEN,2 Tage vergehen nach BONDEN,Erledigt
326,612012,ZXM61N02F,8Z13BONDS.2: 9(unprobed),HDMOS,SOT23,AU,TA,,,,0,,,,,TRÄGERBAND TB 401 LS-N  85 my,,BONDEN,180737.0,2140.0,178597.0,2020-08-17 00:00:00,SÄGEN,180737.0,0.0,180737.0,2020-08-12 00:00:00,0.9881595910079286,1.0,BONDEN,4 Tage vergehen nach BONDEN,Erledigt
327,612011,ZRC330F01,9Z29CARGO.22: 3(unprobed),IC,SOT23,AU,TA,,,,0,,,,ZRC33001C,TRÄGERBAND TB 401 L-A veredelt,,WASCHEN/KONTROLLE,34970.0,0.0,34970.0,2020-08-19 00:00:00,SÄGEN,63553.0,0.0,63553.0,2020-08-11 00:00:00,0.550249398140135,0.5610190428825823,WASCHEN/KONTROLLE,2 Tage vergehen nach WASCHEN/KONTROLLE,Läuft
328,612010,ZRC250F02,9Y34EXPEL.13: 3(unprobed),IC,SOT23,AU,TA,,,,0,,,,ZR28502C,TRÄGERBAND TB 401 L-A veredelt,,WASCHEN/KONTROLLE,62980.0,0.0,62980.0,2020-08-19 00:00:00,SÄGEN,63515.0,0.0,63515.0,2020-08-11 00:00:00,0.9915767928835708,1.0041293984470911,WASCHEN/KONTROLLE,2 Tage vergehen nach WASCHEN/KONTROLLE,Erledigt
329,612009,ZR40402F25,9Z32JACKS.20: 2(unprobed),IC,SOT23,AU,TA,,,,0,,,,ZRA25002C,TRÄGERBAND TB 401 L-A veredelt,,BONDEN,38665.0,73.0,38592.0,2020-08-17 00:00:00,SÄGEN,38665.0,0.0,38665.0,2020-08-11 00:00:00,0.9981119875856718,1.0,BONDEN,4 Tage vergehen nach BONDEN,Erledigt
